"","Item_ID","Sentence","HaveNeedTo","Finite","ModalPresent","QuestionType","DegreeQ","SubjectAuxInv","WhAll","MatrixNegPresent","EmbeddedNegPresent","QuantifiedSubject","QuantifiedPredicate","Wh","MatrixNegation","MatrixDoSupport","MatrixPred1","MatrixPred2","MatVerbPart","Modal","EmbeddedNegation","Verb1","Verb2","Verb3","DeterminerSubject","DeterminerNonSubject","FullWhPhrase","DeterminerSubjPresent","DeterminerNonSubjPresent","WhNode","WhParse","Question","SentenceParse","WhPhaseType","IdentityQ"
"186","170979:57","uh, i think 0 it's sort of the opposite of what you would want *t*-2 when you buy a car or refrigerator something *t*-1.","no","yes","no","embadjunct","no","","","","","","something","when","","","want","","","","","buy","","","","a car or refrigerator something","when","no","no",NA,"(WRB when)","when you buy a car or refrigerator something *t*-1","(TOP (S (INTJ (UH Uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB sort) (RB of)) (NP-PRD (NP (DT the) (NN opposite)) (PP (IN of) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (PRP you)) (VP (MD would) (VP (VB want) (NP (-NONE- *T*-2)) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP buy) (NP (DT a) (NX (NX (NN car)) (CC or) (NX (NN refrigerator)) (NX (NN something)))) (ADVP-TMP (-NONE- *T*-1))))))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"187","171090:74","and you have *-1 to get a feel for, uh, how they treat the kids *t*-2 and, uh, uh, what kind of staff members they have *t*-3 and how much turnover they have *t*-4 and things like that before you commit your child to them.","no","yes","no","adjunct","no","","","","","","","what","","","have","","","","","have","","","","","what kind of staff members","no","no",NA,"(WDT what)","what kind of staff members they have *t*-3","(TOP (S (CC and) (NP-SBJ-1 (PRP you)) (VP (VBP have) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB get) (NP (NP (DT a) (NN feel)) (PP (IN for) (, ,) (INTJ (UH uh)) (, ,) (UCP (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (PRP they)) (VP (VBP treat) (NP (DT the) (NNS kids)) (ADVP-MNR (-NONE- *T*-2))))) (CC and) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (SBAR (WHNP-3 (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN staff) (NNS members)))) (S (NP-SBJ (PRP they)) (VP (VBP have) (NP (-NONE- *T*-3))))) (CC and) (SBAR (WHNP-4 (WHADJP (WRB how) (JJ much)) (NN turnover)) (S (NP-SBJ (PRP they)) (VP (VBP have) (NP (-NONE- *T*-4))))) (CC and) (NP (NP (NNS things)) (PP (IN like) (NP (DT that)))))))))) (SBAR-TMP (IN before) (S (NP-SBJ (PRP you)) (VP (VBP commit) (NP (PRP$ your) (NN child)) (PP (IN to) (NP (PRP them))))))) (. .) (-DFL- E_S)))","complex","no"
"188","172600:28","when i was single *t*-4 and again when i'm retired *t*-5, i will not mind *-1 paying, uh, what it takes *t*-2 * to keep the schools good.","no","yes","no","embadjunct","no","","","","","","","when","","","","","","","","'m","retired","","","","","no","",NA,"(WRB when)","when i'm retired *t*-5","(TOP (S (SBAR-TMP (SBAR (WHADVP-4 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBD was) (ADJP-PRD (JJ single)) (ADVP-TMP (-NONE- *T*-4))))) (CC and) (ADVP (RB again)) (SBAR (WHADVP-5 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP 'm) (ADJP-PRD (JJ retired)) (ADVP-TMP (-NONE- *T*-5)))))) (, ,) (NP-SBJ-1 (PRP I)) (VP (MD will) (RB not) (VP (VB mind) (S (NP-SBJ (-NONE- *-1)) (VP (VBG paying) (, ,) (INTJ (UH uh)) (, ,) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (PRP it)) (VP (VBZ takes) (NP (-NONE- *T*-2)) (S-PRP (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB keep) (S (NP-SBJ (DT the) (NNS schools)) (ADJP-PRD (JJ good))))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"189","173250:33","they're the only things 0 americans still know how *-3 to build *t*-1 *t*-2","no","no","no","embedded","no","","","","","","","how","","","know","","","","","build","","","","","how","no","no",NA,"(WRB how)","how *-3 to build *t*-1 *t*-2","(TOP (S (NP-SBJ (PRP They)) (VP (VBP 're) (NP-PRD (NP (DT the) (JJ only) (NNS things)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ-3 (NNPS Americans)) (ADVP-TMP (RB still)) (VP (VBP know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB build) (NP (-NONE- *T*-1)) (ADVP-MNR (-NONE- *T*-2))))))))))) (-DFL- E_S)))","monomorphemic","no"
"190","173804:38","and, uh, i'm not sure 0 they know exactly what, uh, uh, public education supposed *-1 to be for *t*-2 anymore.","no","yes","no","embedded","no","","","yes","","","","what","not","","know","","","","","supposed","be","","","","what","no","no",NA,"(WP what)","what, uh, uh, public education supposed *-1 to be for *t*-2","(TOP (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP 'm) (RB not) (ADJP-PRD (JJ sure) (SBAR (-NONE- 0) (S (NP-SBJ (PRP they)) (VP (VBP know) (ADVP (RB exactly)) (SBAR (WHNP-2 (WP what)) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ-1 (JJ public) (NN education)) (VP (VBN supposed) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (PP-PRP-PRD (IN for) (NP (-NONE- *T*-2))))))))) (ADVP-TMP (RB anymore))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"191","174401:16","so we'll see what *t*-1 happens.","no","yes","no","embedded","no","","","","","","","what","","","see","","","","","happens","","","","","","no","no",NA,"(WP what)","what *t*-1 happens","(TOP (S (RB So) (NP-SBJ (PRP we)) (VP (MD 'll) (VP (VB see) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ happens)))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"192","175349:16","i don't know how it works exactly *t*-1","no","yes","no","embedded","no","","","yes","","","","how","n't","do","know","","","","","works","exactly","","","","","no","no",NA,"(WRB how)","how it works exactly *t*-1","(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP it)) (VP (VBZ works) (ADVP (RB exactly)) (ADVP-MNR (-NONE- *T*-1))))))) (-DFL- E_S)))","monomorphemic","no"
"193","175917:45","probably pretty high up on the list is *t*-1 national public radio. uh, which i like *t*-2.","no","yes","no","relative","no","","","","","","","which","","","","","","","","like","","","","","which","no","no",NA,"(WDT which)","which i like *t*-2","(TOP (SINV (ADVP (RB Probably)) (ADJP-PRD-TPC (RB pretty) (JJ high) (PP (IN up) (PP (IN on) (NP (DT the) (NN list))))) (VP (VBZ is) (ADVP-PRD-LOC (-NONE- *T*-1))) (NP-SBJ (NP (NNP National) (NNP Public) (NNP Radio)) (. .) (INTJ (UH Uh)) (, ,) (SBAR (WHNP-2 (WDT which)) (S (NP-SBJ (PRP I)) (VP (VBP like) (NP (-NONE- *T*-2)))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"194","176862:48","well, the last thing 0 i did *t*-1 completely myself was an outside deck which i was pretty proud of *t*-2.","no","yes","no","relative","no","","","","","","","which","","","","","","","","was","pretty","proud","","","which","no","no",NA,"(WDT which)","which i was pretty proud of *t*-2","(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ (NP (DT the) (JJ last) (NN thing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP I)) (VP (VBD did) (NP (-NONE- *T*-1)) (NP-ADV (RB completely) (PRP myself)))))) (VP (VBD was) (NP-PRD (NP (DT an) (JJ outside) (NN deck)) (SBAR (WHNP-2 (WDT which)) (S (NP-SBJ (PRP I)) (VP (VBD was) (ADJP-PRD (RB pretty) (JJ proud) (PP (IN of) (NP (-NONE- *T*-2))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"195","176895:8","especially when you get done *t*-1, you've got something, you know.","no","yes","no","embadjunct","no","","","","","","done","when","","","","","","","","get","done","","","","","no","",NA,"(WRB when)","especially when you get done *t*-1","(TOP (S (SBAR-TMP (ADVP (RB Especially)) (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP get) (ADJP-PRD (VBN done)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP you)) (VP (VBP 've) (VP (VBN got) (NP (NN something)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"196","176978:5","when i drive through that area *t*-1, that's all 0 i see *t*-2 is pressure treated, pressure treated lumber yards.","no","yes","no","embadjunct","no","","","","","","","when","","","","","","","","drive","","","","that area","","no","yes",NA,"(WRB When)","when i drive through that area *t*-1","(TOP (S (SBAR-TMP (WHADVP-1 (WRB When)) (S (NP-SBJ (PRP I)) (VP (VBP drive) (PP-DIR (IN through) (NP (DT that) (NN area))) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (S-SBJ (NP-SBJ (DT that)) (VP (BES 's) (NP-PRD (NP (DT all)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (PRP I)) (VP (VBP see) (NP (-NONE- *T*-2)))))))) (VP (VBZ is) (EDITED (RM (-DFL- \[)) (NP-PRD-UNF (ADJP (NN pressure) (JJ treated))) (, ,) (IP (-DFL- \+))) (NP-PRD (ADJP (NN pressure) (JJ treated)) (NN lumber) (NNS yards))) (. .) (RS (-DFL- \])) (-DFL- E_S)))","monomorphemic","yes"
"197","177365:65","well what other, we-, we-, what, uh, what unique things you think, uh, that you can do *t*-1 about it in, in what, in los alamos?","no","","yes","root","yes","yes","","","","","","what","","","","","","can","","think","do","","","","","no","no",NA,"(WP what)","well what other, we-, we-, what, uh, what unique things you think, uh, that you can do *t*-1 about it in, in what, in los alamos?","(TOP (SBARQ (INTJ (UH Well)) (EDITED (RM (-DFL- \[)) (WHNP (WP what) (JJ other)) (, ,) (IP (-DFL- \+))) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (X (XX we-)) (, ,) (IP (-DFL- \+))) (X (XX we-)) (, ,) (RS (-DFL- \]))) (WHNP (WP what)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (WHNP-1 (WP what) (RS (-DFL- \])) (JJ unique) (RS (-DFL- \])) (NNS things)) (SQ (NP-SBJ (PRP you)) (VP (VBP think) (, ,) (INTJ (UH uh)) (, ,) (SBAR (IN that) (S (NP-SBJ (PRP you)) (VP (MD can) (VP (VB do) (NP (-NONE- *T*-1)) (PP (IN about) (NP (PRP it))) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (PP-LOC-UNF (IN in)) (, ,) (IP (-DFL- \+))) (PP-LOC-UNF (IN in) (INTJ (WP what))) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (PP-LOC (IN in) (NP (NNP Los) (NNP Alamos)))))))) (. ?)) (RS (-DFL- \])) (-DFL- E_S)))","monomorphemic","yes"
"198","177376:59","um, it, it involves, for instance, uh, * creating biological organisms which *t*-1 can remove heavy elements like selenium, and barium and, uh, other things from, uh, waste material in general. and, uh, and purify the waste of specific, uh, uh, nasty elements.","no","","yes","adjunct","no","","","","","","","which","","","involves","","","can","","remove","heavy","other","","the waste of specific, uh, uh, nasty elements","which","no","no",NA,"(WDT which)","which *t*-1 can remove heavy elements like selenium, and barium and, uh, other things from, uh, waste material in general. and, uh, and purify the waste of specific, uh, uh, nasty elements","(TOP (S (INTJ (UH Um)) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP it)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (RS (-DFL- \])) (VP (VBZ involves) (, ,) (PP (IN for) (NP (NN instance))) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ (-NONE- *)) (VP (VBG creating) (NP (NP (JJ biological) (NNS organisms)) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD can) (VP (VP (VB remove) (NP (NP (JJ heavy) (NNS elements)) (PP (IN like) (NP (NP (NN selenium)) (, ,) (CC and) (NP (NN barium)) (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (JJ other) (NNS things))))) (PP (IN from) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NN waste) (NN material)) (PP (IN in) (ADJP (NN general)))))) (. .) (EDITED (RM (-DFL- \[)) (CC And) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (CC and) (RS (-DFL- \])) (VP (VB purify) (NP (NP (DT the) (NN waste)) (PP (IN of) (NP (JJ specific) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (JJ nasty) (NNS elements))))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"199","177759:42","we remodeled and saved a bunch of really nice ash cabinets, uh which *t*-1 had been in the original, remodeling of our kitchen.","no","yes","no","relative","no","","","","","","","which","","","","","","","","had","been","original","","the original, remodeling of our kitchen","which","no","no",NA,"(WDT which)","which *t*-1 had been in the original, remodeling of our kitchen","(TOP (S (NP-SBJ (PRP We)) (VP (VP (VBD remodeled)) (CC and) (VP (VBD saved) (NP (NP (DT a) (NN bunch)) (PP (IN of) (NP (NP (ADJP (RB really) (JJ nice)) (NN ash) (NNS cabinets)) (, ,) (INTJ (UH uh)) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD had) (VP (VBN been) (PP-PRD (IN in) (NP (NP (DT the) (JJ original) (, ,) (NN remodeling)) (PP (IN of) (NP (PRP$ our) (NN kitchen)))))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
