Item_ID	Sentence	ModalPresent	Finite	QuestionType	DegreeQ
72990:25	it seems like, uh, even when they have consulted day care centers that *t*-1 are quote unquote reputable, that *t*-2 are sort of like a chain, if i can use that word *t*-4 uh, still you have *-3 to deal with the people that, you know, *t*-5 happen *-6 to be operating it locally	no	yes	emb	no
73034:35	it takes that mixture of a very mature college student, who *t*-2 wants *-1 to do something and yet is willing *-1 to give the time, and the interest to the children.	no	yes	rc	no
73049:23	so, um, i can see where someone, you know, in a position like that, in a live-in capacity, would definitely be the way 0 * to go *t*-1 if you're, you're lucky enough *-3 to have the financial mumblex 0 * to be able *-2 to do that *t*-4 *t*-5.	no	yes	emb	no
73059:70	it's, uh, you know, it's a terrible thing 0 * to say *t*-2 when you're speaking of children in that way *t*-1,	no	yes	adj	no
73075:53	but, uh, you know, it's just, 0 there's so much pressure when you're talking about two people that *t*-1 work outside the home *t*-2	no	yes	adj	no
73076:43	and, and i think 0 that is one reason why i continue *-1 to be without children *t*-2.	no	yes	rc	no
73079:21	and, and when i've had friends that *t*-1 have said *t*-2,	no	yes	adj	no
73080:4	when you hear people say, it, it alters your life forever *t*-1,	no	yes	adj	no
73112:17	there are those times when i think, gee, if i didn't have children i could be out *-1 playing bridge or golf *t*-2.	no	yes	rc	no
73122:18	so why, why am i waiting, you know *t*-1,	no	yes	root	no
73129:14	and, uh, when i seen some of my friends that *t*-1 have taken that six week old baby, you know, to someone else *t*-2, it's just, i can imagine how emotional it must be *t*-3.	no	yes	adj	no
73129:114	and, uh, when i seen some of my friends that *t*-1 have taken that six week old baby, you know, to someone else *t*-2, it's just, i can imagine how emotional it must be *t*-3.	no	yes	emb	yes
73133:19	well, we were lucky when our children were that age *t*-1,	no	yes	emb	no
73134:60	and *-2 having lived in a community for a while and we knew the person to whom we were entrusting our children *t*-1.	no	yes	rc	no
73178:7	but when you have them in, their, their little feet are moving and you have *-1 to chase them down constantly *t*-2.	no	yes	adj	no
73191:21	oh, you don't know what *t*-1 happens after they get in school.	no	yes	emb	no
73231:4	what *t*-1's wrong with you?	no	yes	root	no
73275:82	i mean, mumblex one of them i would, i would leave *t*-1 unsupervised *-2 any time, any place, any where.	no	yes		no
73308:4	what do i know *t*-1.	no	yes	root	no
73312:33	so, uh, i'm sort of at a loss where that's concerned *-1 *t*-2.	no	yes	emb	no
73355:4	when you see all these horror stories on television about child care *t*-1	no	yes	adj	no
73363:22	well, what, what *t*-1's frightening is a parent to see things that, that you don't really don't understand *t*-2.	no	yes	nom	no
73368:24	and then you don't really know what *t*-1 happened.	no	yes	emb	no
73372:108	we gave up on one baby sitter because we came home one night and found pieces of, um, ribbon, you know, hair ribbon tied * in a chair. where obviously she had, had,	no	yes	emb	no
73381:35	so, um, how do * think, how do you think 0 we've changed in the last ten to twenty years *t*-1?	no	yes	root	no
73419:4	where'd you live *t*-1	no	yes	root	no
73421:4	where'd you live at *t*-1,	no	yes	root	no
73431:18	how long, how long you been in dallas *t*-1?	no	yes	root	yes
73508:17	i guess, 0 when i was growing up *t*-1, it was, it *exp*-2 was still the ideal * to get a, get a home and buy house,	no	yes	emb	no
73544:20	but i don't know at what point,	no	yes		no
73571:4	what, uh, department do you work in *t*-1?	no	yes	root	no
73580:9	so. how long you been with them *t*-1,	no	yes	root	yes
73635:37	they, they say 0 it's what *t*-1 makes him happy is * to give us d a d --ers grief,	no	yes	nom	no
73643:48	if you've been in dallas eight years, i guess 0 that's about how long,	no	yes	emb	yes
73708:16	how, how long are we supposed *-1 to talk here *t*-2?	no	yes	root	yes
73762:29	so, uh, i'm comparing my life when i was in high school thirty years ago *t*-1 to what i see these children doing *t*-2.	no	yes	rc	no
73762:62	so, uh, i'm comparing my life when i was in high school thirty years ago *t*-1 to what i see these children doing *t*-2.	no	yes	nom	no
73772:29	oh, i can not believe, uh, what they're doing *t*-1, uh, academically the demands on them	no	yes	nom	no
73773:35	and, uh, and i can see why children do drop out *t*-1.	no	yes	emb	no
73780:88	i, i can remember 0 as a child, you know, nobody ever worried about me wondering out at night and going where i wanted *-1 to go *t*-2.	no	yes	emb	no
73802:37	to twenty, twenty-five years ago is when we had the washington riots *t*-1,	no	yes	emb	no
73823:50	and, uh, i use *-1 to have *-2 to go over to patterson when those riots were going on, at sometimes *t*-3.	no	yes	emb	no
73846:26	and, uh, and what you saw *t*-1 is was what you got *t*-2.	no	yes	nom	no
73846:56	and, uh, and what you saw *t*-1 is was what you got *t*-2.	no	yes	nom	no
73867:15	so much of what *t*-1's going on, is so much more serious then when we were younger *t*-2.	no	yes		no
73867:52	so much of what *t*-1's going on, is so much more serious then when we were younger *t*-2.	no	yes	adj	no
73873:135	i think 0 the other thing is that, uh, we have taken some rather drastic turns in our, in our education and the way 0 we approach things *t*-1 as of maybe starting back when, when i'm number one, you know, and, uh, uh, uh, * worrying about self and not, uh, seeing the consequences of the disintegration of the family *t*-2.	no	yes	emb	no
73883:151	if you don't have some kind of, of basic believe or something down inside of you, then it *exp*-1's very difficult * to, uh, have anything 0 * to turn to *t*-2, when you got, when you've got something facing you like that *t*-3.	no	yes	rc	no
73891:74	i also *-1 being involved in the school system see so many of the problem children coming from their parents, um, children who *t*-2 will lie and cheat	no	yes	rc	no
73904:21	and you can see exactly, why the child is that way *t*-1.	no	yes	emb	no
73919:46	and you can't make up in a classroom of one hour a day, what *t*-1's not been done *-2 for, fifteen or sixteen years at home,	no	yes	nom	no
73952:60	uh, you know, with farming being so mechanized, uh, people working on the family farm which *t*-1 was a traditional american way that becomes less and less likely,	no	yes		no
73968:84	and there's so much, so, so many people on the lower end of those who, who *t*-1 are going *-2 to be the, the drop outs and the, and the poor and the homeless and whatnot,	no	yes	rc	no
73970:13	and you worry when, you know these the sex and drugs on the young children and the unborn children,	no	yes	emb	no
73977:20	uh, in terms of what it's going *-1 to mean *t*-2 to a society, in the future it's a	no	yes	nom	no
73984:44	it's just, it just is almost overwhelming sometimes when you think, of, of the jobs that *t*-1 is out there *-2 to be done *-3, in order * to flip things back around *-6 the way 0 they needed *-4 to be *t*-5 *t*-7,	no	yes	emb	no
74017:39	um, um, for a long time whe-, when i was very young *t*-1 she didn't drive.	no	yes	adj	no
74018:40	uh, she learned *-1 to drive i think 0 *t*-3 when i was, um, a teenager *t*-2,	no	yes	emb	no
74037:102	but i, i believed after *-1 having a few teenagers that the worst time 0 you could go, to go *-3 work *t*-2 was when they were teenagers *t*-4.	no	yes	emb	no
74043:11	that's why i'm working in a school system so that i'm home when they're home *t*-1 *t*-2.	no	yes		no
74043:50	that's why i'm working in a school system so that i'm home when they're home *t*-1 *t*-2.	no	yes	emb	no
74048:26	but it's that you are there when they need you *t*-1.	no	yes	emb	no
74056:85	uh, uh, i find 0 * working in a high school is very helpful because it lets me be a little more tolerant and understanding of what people do *t*-1,	no	yes	nom	no
74068:11	as to what *t*-1's com-,	no	yes	nom	no
74076:25	i'm home at three o clock when the children are at home or where home *t*-1,	no	yes	emb	no
74091:17	i have a daughter who *t*-1 just had a second job,	no	yes	rc	no
74093:37	and he opted *-1 to go into a day care center where she could have her children with her *t*-3. and, uh, and looked a long time before she found one that *t*-2 was laid back enough so they she would be able *-4 to interact with them,	no	yes	rc	no
74108:26	i don't think 0 people realize how important it is *t*-1.	no	yes	emb	yes
74128:20	what was, what was your name *t*-1 again?	no	yes	root	no
74166:6	and what do you think 0 that problem is *t*-1?	no	yes	root	no
74185:49	and, and i'm sure 0 they're colored *-1 by what i've edited *t*-2.	no	yes	nom	no
74187:32	do youself have children wi-, who *t*-1 are *rnr*-2 or have been *rnr*-2 through the public school system?	no	yes	rc	no
74194:31	so if you were *-1 to improve it, what would you do *t*-2 *-3 to improve it?	yes	yes	root	no
74203:148	and then i would provide, uh, use the money that we've paying them *t*-1 *-4 to, uh, provide some special help in training and particularly, uh, mentor teachers 0 *t*-2 to work with the beginning teachers and the teachers who *t*-3 may have been at it a long time but have been making the same mistakes for a long time.	no	yes	rc	no
74211:36	and then * let them try some innovative things and see what *t*-2 works. and then, uh, have some sort of mechanism for * passing that knowledge along to other teachers who *t*-1 could benefit from the same sorts of things. and then from the parents' side, have the parents support the school. get involved.	no	yes	emb	no
74211:104	and then * let them try some innovative things and see what *t*-2 works. and then, uh, have some sort of mechanism for * passing that knowledge along to other teachers who *t*-1 could benefit from the same sorts of things. and then from the parents' side, have the parents support the school. get involved.	no	yes	rc	no
74218:18	* pay attention to what *t*-1's happening. talk to the teachers. uh, talk to their kids about school. and support the institution	no	yes	nom	no
74224:4	why don't you do something with those *t*-1?	no	yes	root	no
74226:42	well, i've done about all 0 i can do *t*-1 which *t*-2 is * get the manuscript in good shape so that it can be published *-3 and read *-3 by a lot of people.	no	yes	rc	no
74244:36	and, uh, that, basically, is the extent to which our, our family has been directly, you know,	no	yes	rc	no
74256:53	the methods of * correcting it i haven't thought through *t*-1 quite to the detail which you have *?* *t*-2.	no	yes	rc	no
74271:98	the thing that *t*-1 worries me about that is that if you just raise salaries across the board, you're going *-2 to be, uh, rewarding people who *t*-3've been doing a lousy job. and instead of getting the, uh, improvement that we want *t*-4.	no	yes	rc	no
74280:64	so we'd have *-1 to have some way 0 * to, uh, reward and recognize the teachers who *t*-2 are doing a good job and give them a, a pat on the back and respect and some honor and more money *t*-3.	no	yes	rc	no
74293:125	so it's very, it *exp*-2's very difficult * to say that this teacher is doing a better job than this other one, other than i guess how, you kn-, how a person scores *t*-1 in the beginning before the class and then after the class.	no	yes		no
74301:37	but some certain type of, of position where you're overseen *-1 *t*-2 * to begin with.	no	yes	rc	no
74315:10	at least what i used *-2 to observe *t*-3 in student teaching, was that some college kid who *t*-1 might not be all that bright * to begin with, was thrown *-7 into a class room with a teacher who *t*-4 was harried and overworked and, uh, had too many kids 0 * to handle *t*-5 and too many things 0 * to do *t*-6 and too many interruptions * to pay much attention to the student teacher.	no	yes	nom	no
74315:59	at least what i used *-2 to observe *t*-3 in student teaching, was that some college kid who *t*-1 might not be all that bright * to begin with, was thrown *-7 into a class room with a teacher who *t*-4 was harried and overworked and, uh, had too many kids 0 * to handle *t*-5 and too many things 0 * to do *t*-6 and too many interruptions * to pay much attention to the student teacher.	no	yes	rc	no
74315:126	at least what i used *-2 to observe *t*-3 in student teaching, was that some college kid who *t*-1 might not be all that bright * to begin with, was thrown *-7 into a class room with a teacher who *t*-4 was harried and overworked and, uh, had too many kids 0 * to handle *t*-5 and too many things 0 * to do *t*-6 and too many interruptions * to pay much attention to the student teacher.	no	yes	rc	no
